Book-Title,Book-Author,ISBN,Year-Of-Publication,Image-URL-S,num_ratings,avg_rating
Dr. Jekyll and Mr. Hyde (Bantam Classics),ROBERT LOUIS STEVENSON,055321277X,1982,http://images.amazon.com/images/P/055321277X.01.THUMBZZZ.jpg,20.0,4.15
The Heart of a Woman,Maya Angelou,0553380095,1997,http://images.amazon.com/images/P/0553380095.01.THUMBZZZ.jpg,83.0,3.3132530120481927
The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,Barry Sears,0060391502,1995,http://images.amazon.com/images/P/0060391502.01.THUMBZZZ.jpg,26.0,2.8461538461538463
"Wilderness : The Lost Writings of Jim Morrison (Morrison, Jim, Lost Writings of Jim Morrison (Vintage Books (Firm)), V. 1.)",JIM MORRISON,0679726225,1989,http://images.amazon.com/images/P/0679726225.01.THUMBZZZ.jpg,13.0,3.769230769230769
Alec Baldwin Doesn't Love Me and Other Trials of My Queer Life,Michael Thomas Ford,1555834310,1998,http://images.amazon.com/images/P/1555834310.01.THUMBZZZ.jpg,8.0,3.0
"I'm Good Enough, I'm Smart Enough, and Doggone It, People Like Me! : Daily Affirmations By Stuart Smalley",AL FRANKEN,0440504708,1992,http://images.amazon.com/images/P/0440504708.01.THUMBZZZ.jpg,18.0,3.4444444444444446
MARY REILLY : MARY REILLY (Movie-Tie-in),Valerie Martin,0671521136,1996,http://images.amazon.com/images/P/0671521136.01.THUMBZZZ.jpg,13.0,0.5384615384615384
Toxic Parents: Overcoming Their Hurtful Legacy and Reclaiming Your Life,Susan Forward,0553284347,1990,http://images.amazon.com/images/P/0553284347.01.THUMBZZZ.jpg,8.0,4.375
RAMONA QUIMBY AGE 8 (Ramona Quimby (Paperback)),BEVERLY CLEARY,0440473500,1982,http://images.amazon.com/images/P/0440473500.01.THUMBZZZ.jpg,16.0,3.25
Hollywood Wives - The New Generation,Jackie Collins,0743423682,2002,http://images.amazon.com/images/P/0743423682.01.THUMBZZZ.jpg,35.0,3.5428571428571427
Scarlet Feather,Maeve Binchy,0525945938,2001,http://images.amazon.com/images/P/0525945938.01.THUMBZZZ.jpg,67.0,2.388059701492537
Traveling Mercies: Some Thoughts on Faith,Anne Lamott,0385496095,2000,http://images.amazon.com/images/P/0385496095.01.THUMBZZZ.jpg,49.0,4.122448979591836
The Blind Assassin,Margaret Atwood,0385475721,2000,http://images.amazon.com/images/P/0385475721.01.THUMBZZZ.jpg,104.0,3.048076923076923
The Butter Did It : A Gastronomic Tale of Love and Murder (Chas Wheatley Mysteries),Phyllis Richman,0061096253,1998,http://images.amazon.com/images/P/0061096253.01.THUMBZZZ.jpg,15.0,1.9333333333333333
Haunted,Heather Graham,1551667509,2003,http://images.amazon.com/images/P/1551667509.01.THUMBZZZ.jpg,57.0,2.456140350877193
The Witness for the Prosecution and Other Stories,Agatha Christie,0425068099,1996,http://images.amazon.com/images/P/0425068099.01.THUMBZZZ.jpg,14.0,2.357142857142857
Murder at the PTA Luncheon,VALERIE WOLZIEN,0449146391,1990,http://images.amazon.com/images/P/0449146391.01.THUMBZZZ.jpg,13.0,2.5384615384615383
Elegy for Iris,John Bayley,0312421117,2001,http://images.amazon.com/images/P/0312421117.01.THUMBZZZ.jpg,10.0,3.2
The Tale of the Body Thief (Vampire Chronicles),Anne Rice,0679405283,1992,http://images.amazon.com/images/P/0679405283.01.THUMBZZZ.jpg,62.0,2.7903225806451615
Bibliotherapy: The Girl's Guide to Books for Every Phase of Our Lives,Nancy K. Peske,0440508975,2001,http://images.amazon.com/images/P/0440508975.01.THUMBZZZ.jpg,14.0,5.071428571428571
Birthright,Nora Roberts,0515137111,2004,http://images.amazon.com/images/P/0515137111.01.THUMBZZZ.jpg,58.0,3.5344827586206895
Gone Too Far,SUZANNE BROCKMANN,0345456939,2004,http://images.amazon.com/images/P/0345456939.01.THUMBZZZ.jpg,29.0,2.206896551724138
Die in Plain Sight,Elizabeth Lowell,0060504110,2004,http://images.amazon.com/images/P/0060504110.01.THUMBZZZ.jpg,20.0,2.45
Flirting with Pete : A Novel,Barbara Delinsky,0743469844,2004,http://images.amazon.com/images/P/0743469844.01.THUMBZZZ.jpg,24.0,4.25
Dark Horse,TAMI HOAG,0553583573,2004,http://images.amazon.com/images/P/0553583573.01.THUMBZZZ.jpg,33.0,4.0606060606060606
Land of the Living,Nicci French,0446613886,2004,http://images.amazon.com/images/P/0446613886.01.THUMBZZZ.jpg,10.0,3.4
La Casa Degli Spiriti,Isabel Allende,880781000X,1995,http://images.amazon.com/images/P/880781000X.01.THUMBZZZ.jpg,22.0,2.772727272727273
The Chocolate Cat Caper,Joanna Carl,0451205561,2002,http://images.amazon.com/images/P/0451205561.01.THUMBZZZ.jpg,28.0,3.0714285714285716
Thicker Than Water,Maggie Shayne,1551667371,2003,http://images.amazon.com/images/P/1551667371.01.THUMBZZZ.jpg,45.0,1.2666666666666666
The Bad Witness,Laura Van Wormer,1551667398,2003,http://images.amazon.com/images/P/1551667398.01.THUMBZZZ.jpg,20.0,1.35
Pale Moon Rising (Mira),Ginna Gray,0778320324,2004,http://images.amazon.com/images/P/0778320324.01.THUMBZZZ.jpg,10.0,1.8
Pawing Through the Past (Mrs. Murphy Mysteries (Hardcover)),Rita Mae Brown,0553107380,2000,http://images.amazon.com/images/P/0553107380.01.THUMBZZZ.jpg,18.0,1.8333333333333333
Plainsong,Kent Haruf,0375406182,1999,http://images.amazon.com/images/P/0375406182.01.THUMBZZZ.jpg,52.0,3.2884615384615383
D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,0553271636,1988,http://images.amazon.com/images/P/0553271636.01.THUMBZZZ.jpg,176.0,2.6363636363636362
A Son of the Circus,John Irving,0345389964,1995,http://images.amazon.com/images/P/0345389964.01.THUMBZZZ.jpg,77.0,2.5324675324675323
Midnight in the Garden of Good and Evil,John Berendt,0679751521,1999,http://images.amazon.com/images/P/0679751521.01.THUMBZZZ.jpg,148.0,3.22972972972973
Postmarked Yesteryear: 30 Rare Holiday Postcards,Pamela E. Apkarian-Russell,1888054557,2001,http://images.amazon.com/images/P/1888054557.01.THUMBZZZ.jpg,21.0,5.238095238095238
Route 66 Postcards: Greetings from the Mother Road,Michael Wallis,0312099045,1993,http://images.amazon.com/images/P/0312099045.01.THUMBZZZ.jpg,20.0,5.35
Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,0312966091,1998,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,224.0,3.4598214285714284
There Are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,0385265565,1992,http://images.amazon.com/images/P/0385265565.01.THUMBZZZ.jpg,19.0,4.368421052631579
The Cat Who Saw Stars,Lilian Jackson Braun,0399144315,1999,http://images.amazon.com/images/P/0399144315.01.THUMBZZZ.jpg,33.0,3.3333333333333335
Brain Droppings,George Carlin,0786883219,1998,http://images.amazon.com/images/P/0786883219.01.THUMBZZZ.jpg,30.0,4.233333333333333
A Short Guide to a Happy Life,ANNA QUINDLEN,0375504613,2000,http://images.amazon.com/images/P/0375504613.01.THUMBZZZ.jpg,78.0,4.346153846153846
"The Savage Nation: Saving America from the Liberal Assault on Our Borders, Language and Culture",Michael Savage,0785263535,2003,http://images.amazon.com/images/P/0785263535.01.THUMBZZZ.jpg,11.0,3.0
Until Proven Guilty,J.A. Jance,0380896389,1985,http://images.amazon.com/images/P/0380896389.01.THUMBZZZ.jpg,20.0,1.8
Injustice for All: A J.P. Beaumont Mystery,J.A. Jance,0380896419,2004,http://images.amazon.com/images/P/0380896419.01.THUMBZZZ.jpg,12.0,1.9166666666666667
The Republic of Dreams: A Reverie,G. Garfield Crimmins,0393046338,1998,http://images.amazon.com/images/P/0393046338.01.THUMBZZZ.jpg,9.0,3.3333333333333335
Two for the Dough,Janet Evanovich,0671001795,1996,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,267.0,3.4644194756554305
Turtle Moon,Alice Hoffman,0425161285,1997,http://images.amazon.com/images/P/0425161285.01.THUMBZZZ.jpg,13.0,3.3076923076923075
Till We Have Faces: A Myth Retold,C. S. Lewis,0156904365,1980,http://images.amazon.com/images/P/0156904365.01.THUMBZZZ.jpg,28.0,3.892857142857143
Due di due (Bestsellers),Andrea De Carlo,8804342838,1991,http://images.amazon.com/images/P/8804342838.01.THUMBZZZ.jpg,27.0,5.111111111111111
Westing Game,Ellen Raskin,014034991X,1992,http://images.amazon.com/images/P/014034991X.01.THUMBZZZ.jpg,40.0,2.7
Lily's Crossing (Yearling Newbery),Patricia Reilly Giff,0440414539,1999,http://images.amazon.com/images/P/0440414539.01.THUMBZZZ.jpg,14.0,3.9285714285714284
Where the Red Fern Grows,Wilson Rawls,0553274295,1984,http://images.amazon.com/images/P/0553274295.01.THUMBZZZ.jpg,112.0,4.410714285714286
Knitwits,William Taylor,0590457799,1994,http://images.amazon.com/images/P/0590457799.01.THUMBZZZ.jpg,9.0,2.888888888888889
You Be the Jury: Courtroom IV (You Be the Jury),Marvin Miller,0590457233,1992,http://images.amazon.com/images/P/0590457233.01.THUMBZZZ.jpg,8.0,2.0
"So Far From Home : The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America)",Barry Denenberg,0590926675,1997,http://images.amazon.com/images/P/0590926675.01.THUMBZZZ.jpg,13.0,2.923076923076923
The Ultimate Weight Solution Food Guide,Phil McGraw,0743490398,2003,http://images.amazon.com/images/P/0743490398.01.THUMBZZZ.jpg,17.0,2.764705882352941
"Bless Me, Ultima",Rudolfo Anaya,0446600253,1994,http://images.amazon.com/images/P/0446600253.01.THUMBZZZ.jpg,51.0,3.9215686274509802
The Talismans of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,0345386744,1994,http://images.amazon.com/images/P/0345386744.01.THUMBZZZ.jpg,18.0,3.5
The End of the Rainbow (Hudson),V.C. Andrews,0671039857,2001,http://images.amazon.com/images/P/0671039857.01.THUMBZZZ.jpg,34.0,1.7352941176470589
"Eye Of The Storm (Hudson, Book 3)",V.C. Andrews,0671039830,2000,http://images.amazon.com/images/P/0671039830.01.THUMBZZZ.jpg,36.0,2.8055555555555554
Lightning Strikes (Hudson),V.C. Andrews,0671007696,2000,http://images.amazon.com/images/P/0671007696.01.THUMBZZZ.jpg,39.0,2.0
Clinging to the Wreckage,John Mortimer,0140063838,1983,http://images.amazon.com/images/P/0140063838.01.THUMBZZZ.jpg,11.0,2.727272727272727
"Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning (Chicken Soup for the Teenage Soul)",Jack Canfield,1558748040,2001,http://images.amazon.com/images/P/1558748040.01.THUMBZZZ.jpg,11.0,4.181818181818182
Orphans (Orphans Series),V.C. Andrews,0743403614,2000,http://images.amazon.com/images/P/0743403614.01.THUMBZZZ.jpg,27.0,2.3333333333333335
Ensayo sobre la ceguera,Jose Saramago,8495501074,2001,http://images.amazon.com/images/P/8495501074.01.THUMBZZZ.jpg,14.0,5.785714285714286
An Unwilling Bride,Jo Beverley,0821767240,2000,http://images.amazon.com/images/P/0821767240.01.THUMBZZZ.jpg,19.0,2.473684210526316
Crime School,Carol O'Connell,0515135356,2003,http://images.amazon.com/images/P/0515135356.01.THUMBZZZ.jpg,25.0,2.48
All He Ever Wanted,Anita Shreve,0316782262,2003,http://images.amazon.com/images/P/0316782262.01.THUMBZZZ.jpg,57.0,2.6842105263157894
A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,0525945210,1999,http://images.amazon.com/images/P/0525945210.01.THUMBZZZ.jpg,34.0,5.0588235294117645
The Sunday Wife: A Novel,Cassandra King,0786869054,2002,http://images.amazon.com/images/P/0786869054.01.THUMBZZZ.jpg,19.0,2.6842105263157894
Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,0446530387,2002,http://images.amazon.com/images/P/0446530387.01.THUMBZZZ.jpg,56.0,2.982142857142857
Keeping Faith : A Novel,Jodi Picoult,0688177743,2000,http://images.amazon.com/images/P/0688177743.01.THUMBZZZ.jpg,48.0,4.229166666666667
The Emperor of Ocean Park (Today Show Book Club #1),Stephen L. Carter,0375413634,2002,http://images.amazon.com/images/P/0375413634.01.THUMBZZZ.jpg,96.0,3.2395833333333335
Red Azalea,Anchee Min,0425147762,1995,http://images.amazon.com/images/P/0425147762.01.THUMBZZZ.jpg,28.0,3.0714285714285716
Blood Orchid (Holly Barker Novels (Hardcover)),Stuart Woods,0399149295,2002,http://images.amazon.com/images/P/0399149295.01.THUMBZZZ.jpg,27.0,2.925925925925926
Good Girls Gone Bad,Jillian Medoff,0066212693,2002,http://images.amazon.com/images/P/0066212693.01.THUMBZZZ.jpg,11.0,2.1818181818181817
Must Love Dogs: A Novel,Claire Cook,0670031062,2002,http://images.amazon.com/images/P/0670031062.01.THUMBZZZ.jpg,55.0,2.381818181818182
The Little Friend,Donna Tartt,0679439382,2002,http://images.amazon.com/images/P/0679439382.01.THUMBZZZ.jpg,87.0,2.2873563218390807
Throat,Peter Straub,0451179188,1999,http://images.amazon.com/images/P/0451179188.01.THUMBZZZ.jpg,38.0,2.4210526315789473
Burn Factor,Kyle Mills,0061098035,2002,http://images.amazon.com/images/P/0061098035.01.THUMBZZZ.jpg,51.0,1.9215686274509804
"Unanswered Cries : A True Story Of Friends, Neighbors, And Murder In A Small Town",Thomas French,0312926456,1992,http://images.amazon.com/images/P/0312926456.01.THUMBZZZ.jpg,17.0,2.823529411764706
Buried Evidence,Nancy Taylor Rosenberg,0786889837,2002,http://images.amazon.com/images/P/0786889837.01.THUMBZZZ.jpg,25.0,2.04
Saint Maybe,ANNE TYLER,0804108749,1992,http://images.amazon.com/images/P/0804108749.01.THUMBZZZ.jpg,99.0,2.727272727272727
Rules of Prey,John Sandford,0425121631,1992,http://images.amazon.com/images/P/0425121631.01.THUMBZZZ.jpg,99.0,2.5757575757575757
Fourth Procedure,STANLEY POTTINGER,0345402308,1995,http://images.amazon.com/images/P/0345402308.01.THUMBZZZ.jpg,53.0,1.6603773584905661
Mystery,Peter Straub,0451168690,1997,http://images.amazon.com/images/P/0451168690.01.THUMBZZZ.jpg,49.0,1.9795918367346939
Monster: A Novel,Jonathan Kellerman,067945960X,1999,http://images.amazon.com/images/P/067945960X.01.THUMBZZZ.jpg,46.0,2.4130434782608696
The Heir,Catherine Coulter,0451188616,1996,http://images.amazon.com/images/P/0451188616.01.THUMBZZZ.jpg,20.0,1.7
A Darker Dream,Amanda Ashley,050552208X,1997,http://images.amazon.com/images/P/050552208X.01.THUMBZZZ.jpg,14.0,3.9285714285714284
Romancing Mister Bridgerton,Julia Quinn,0380820846,2002,http://images.amazon.com/images/P/0380820846.01.THUMBZZZ.jpg,41.0,2.8048780487804876
The Eyes of Darkness,Dean R. Koontz,0425153975,1996,http://images.amazon.com/images/P/0425153975.01.THUMBZZZ.jpg,115.0,2.773913043478261
Mutation,Robin Cook,0425119653,1991,http://images.amazon.com/images/P/0425119653.01.THUMBZZZ.jpg,88.0,2.352272727272727
And Then You Die,Iris Johansen,0553579983,1998,http://images.amazon.com/images/P/0553579983.01.THUMBZZZ.jpg,94.0,2.351063829787234
Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,0399149325,2002,http://images.amazon.com/images/P/0399149325.01.THUMBZZZ.jpg,113.0,2.734513274336283
Blown Away,David Wiltse,042515971X,1997,http://images.amazon.com/images/P/042515971X.01.THUMBZZZ.jpg,8.0,0.0
The Kissing Game,Kasey Michaels,0446610852,2003,http://images.amazon.com/images/P/0446610852.01.THUMBZZZ.jpg,20.0,2.55
Say You're Mine,Judi McCoy,0821771426,2002,http://images.amazon.com/images/P/0821771426.01.THUMBZZZ.jpg,9.0,0.8888888888888888
Eternity,Jude Deveraux,0671744577,1992,http://images.amazon.com/images/P/0671744577.01.THUMBZZZ.jpg,36.0,2.0833333333333335
Real Murders,Richard Harris,0373261047,1992,http://images.amazon.com/images/P/0373261047.01.THUMBZZZ.jpg,11.0,2.272727272727273
Bare Bones : A Novel,Kathy Reichs,0743233468,2003,http://images.amazon.com/images/P/0743233468.01.THUMBZZZ.jpg,42.0,3.2857142857142856
First Lady,Susan Elizabeth Phillips,0380808072,2000,http://images.amazon.com/images/P/0380808072.01.THUMBZZZ.jpg,36.0,3.4444444444444446
In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),Ann Rule,067179356X,1998,http://images.amazon.com/images/P/067179356X.01.THUMBZZZ.jpg,43.0,2.3255813953488373
A Heart So Wild,Johanna Lindsey,0380750848,1986,http://images.amazon.com/images/P/0380750848.01.THUMBZZZ.jpg,21.0,3.0476190476190474
Envy,Sandra Brown,0446611808,2002,http://images.amazon.com/images/P/0446611808.01.THUMBZZZ.jpg,143.0,2.734265734265734
Slightly Shady,Amanda Quick,0553583360,2002,http://images.amazon.com/images/P/0553583360.01.THUMBZZZ.jpg,40.0,1.65
Assumed Identity,David Morrell,0446600709,1994,http://images.amazon.com/images/P/0446600709.01.THUMBZZZ.jpg,35.0,2.142857142857143
ESAU,Philip Kerr,0671019929,1998,http://images.amazon.com/images/P/0671019929.01.THUMBZZZ.jpg,15.0,2.6666666666666665
Betrayal in Death,Nora Roberts,0425178579,2001,http://images.amazon.com/images/P/0425178579.01.THUMBZZZ.jpg,88.0,2.465909090909091
Girls Night,Stef Ann Holm,1551669498,2002,http://images.amazon.com/images/P/1551669498.01.THUMBZZZ.jpg,70.0,2.3
Manifold: Space (Manifold (Paperback)),Stephen Baxter,0345430786,2002,http://images.amazon.com/images/P/0345430786.01.THUMBZZZ.jpg,20.0,2.6
Sam's Letters to Jennifer,James Patterson,0316710571,2004,http://images.amazon.com/images/P/0316710571.01.THUMBZZZ.jpg,32.0,5.1875
Paranoia : A Novel,Joseph Finder,0312319142,2004,http://images.amazon.com/images/P/0312319142.01.THUMBZZZ.jpg,15.0,3.2666666666666666
"Cry No More (Howard, Linda)",LINDA HOWARD,0345453417,2003,http://images.amazon.com/images/P/0345453417.01.THUMBZZZ.jpg,18.0,3.2777777777777777
"Blinded (White, Stephen)",STEPHEN WHITE,0385336209,2004,http://images.amazon.com/images/P/0385336209.01.THUMBZZZ.jpg,10.0,4.5
The Killing Hour,LISA GARDNER,0553802526,2003,http://images.amazon.com/images/P/0553802526.01.THUMBZZZ.jpg,23.0,4.739130434782608
Blacklist: A V.I. Warshawski Novel,Sara Paretsky,0399150854,2003,http://images.amazon.com/images/P/0399150854.01.THUMBZZZ.jpg,26.0,4.5
Mr. Paradise:  A Novel,Elmore Leonard,0060083956,2004,http://images.amazon.com/images/P/0060083956.01.THUMBZZZ.jpg,9.0,3.7777777777777777
Still Life With Crows,Lincoln Child,0446531421,2003,http://images.amazon.com/images/P/0446531421.01.THUMBZZZ.jpg,20.0,4.05
A Grave Denied: A Kate Shugak Novel,Dana Stabenow,0312306814,2003,http://images.amazon.com/images/P/0312306814.01.THUMBZZZ.jpg,10.0,3.4
Stone Cold: A Jesse Stone Novel,Robert B. Parker,0399150870,2003,http://images.amazon.com/images/P/0399150870.01.THUMBZZZ.jpg,29.0,3.3793103448275863
Dirty Work,Stuart Woods,0399149821,2003,http://images.amazon.com/images/P/0399149821.01.THUMBZZZ.jpg,31.0,4.806451612903226
Odd Thomas,Dean Koontz,0553802496,2003,http://images.amazon.com/images/P/0553802496.01.THUMBZZZ.jpg,80.0,3.8
The Conspiracy Club,JONATHAN KELLERMAN,0345452577,2003,http://images.amazon.com/images/P/0345452577.01.THUMBZZZ.jpg,38.0,3.5
The Murder Room,P.D. JAMES,1400041414,2003,http://images.amazon.com/images/P/1400041414.01.THUMBZZZ.jpg,22.0,3.272727272727273
A Perfect Day,Richard Paul Evans,0525947655,2003,http://images.amazon.com/images/P/0525947655.01.THUMBZZZ.jpg,16.0,5.5
Seizure,Robin Cook,0399148760,2003,http://images.amazon.com/images/P/0399148760.01.THUMBZZZ.jpg,25.0,4.32
The Lake House,James Patterson,0316603287,2003,http://images.amazon.com/images/P/0316603287.01.THUMBZZZ.jpg,94.0,3.3085106382978724
Family Honor,Robert B. Parker,0399145664,1999,http://images.amazon.com/images/P/0399145664.01.THUMBZZZ.jpg,11.0,3.8181818181818183
Passage,Connie Willis,0553580515,2002,http://images.amazon.com/images/P/0553580515.01.THUMBZZZ.jpg,58.0,3.0344827586206895
The Last Heroes (Men at War (Paperback Jove)),W. E. B. Griffin,0515123293,1998,http://images.amazon.com/images/P/0515123293.01.THUMBZZZ.jpg,17.0,2.0
Stephen Coonts' Deep Black (Deep Black),Stephen Coonts,0312985207,2003,http://images.amazon.com/images/P/0312985207.01.THUMBZZZ.jpg,36.0,3.3055555555555554
Temple,Matthew Reilly,0312981260,2002,http://images.amazon.com/images/P/0312981260.01.THUMBZZZ.jpg,36.0,1.5555555555555556
Majestic,Whitley Strieber,0425122956,1990,http://images.amazon.com/images/P/0425122956.01.THUMBZZZ.jpg,23.0,2.347826086956522
Sleep No More,Greg Iles,0451208765,2003,http://images.amazon.com/images/P/0451208765.01.THUMBZZZ.jpg,98.0,3.0816326530612246
